ensembl_id,ncbigene_id
ENSORLG00000000274,101170512
ENSORLG00000000275,101164320
ENSORLG00000000277,101168280
ENSORLG00000000279,101163463
ENSORLG00000000280,101160425
ENSORLG00000000281,101157226
ENSORLG00000000283,101174572
ENSORLG00000000284,101166216
ENSORLG00000000285,101174449
ENSORLG00000000286,101157464
ENSORLG00000000287,101170757
ENSORLG00000000288,101170683
ENSORLG00000000289,101168929
ENSORLG00000000290,101157134
ENSORLG00000000292,101168533
ENSORLG00000000293,101164569
ENSORLG00000000294,101154882
ENSORLG00000000295,101169181
ENSORLG00000000297,101175005
ENSORLG00000000299,101170931
ENSORLG00000000300,101166849
ENSORLG00000000302,101174814
ENSORLG00000000303,101174615
ENSORLG00000000304,101170436
ENSORLG00000000305,101165069
ENSORLG00000000310,101171413
ENSORLG00000000311,101158448
ENSORLG00000000312,101174939
ENSORLG00000000313,101163714
ENSORLG00000000314,101160039
ENSORLG00000000315,101163952
ENSORLG00000000316,101171667
ENSORLG00000000317,101169672
ENSORLG00000000318,101154933
ENSORLG00000000320,101157953
ENSORLG00000000321,101155126
ENSORLG00000000322,101174854
ENSORLG00000000323,100125474
ENSORLG00000000324,101164666
ENSORLG00000000325,101155512
ENSORLG00000000326,105355711
ENSORLG00000000328,101155368
ENSORLG00000000329,101175059
ENSORLG00000000330,101171170
ENSORLG00000000332,101157620
ENSORLG00000000334,101170163
ENSORLG00000000335,101170687
ENSORLG00000000336,101168560
ENSORLG00000000337,101165087
ENSORLG00000000338,101171416
ENSORLG00000000339,101158209
ENSORLG00000000341,101171001
ENSORLG00000000342,101171914
ENSORLG00000000343,101171671
ENSORLG00000000344,101169302
ENSORLG00000000345,101160472
ENSORLG00000000346,101158701
ENSORLG00000000348,101165317
ENSORLG00000000349,101172412
ENSORLG00000000350,101165333
ENSORLG00000000351,101164208
ENSORLG00000000352,101157861
ENSORLG00000000353,101171918
ENSORLG00000000355,101168941
ENSORLG00000000356,101167953
ENSORLG00000000357,101165565
ENSORLG00000000358,101156010
ENSORLG00000000359,101155177
ENSORLG00000000360,101164456
ENSORLG00000000361,101175100
ENSORLG00000000363,101170035
ENSORLG00000000364,101155618
ENSORLG00000000366,101171174
ENSORLG00000000367,100192416
ENSORLG00000000368,101164329
ENSORLG00000000369,101165748
ENSORLG00000000371,101175549
ENSORLG00000000372,100301630
ENSORLG00000000375,101168204
ENSORLG00000000378,101165992
ENSORLG00000000379,101155413
ENSORLG00000000381,100192417
ENSORLG00000000382,101175673
ENSORLG00000000384,101159996
ENSORLG00000000385,101164700
ENSORLG00000000386,101160923
ENSORLG00000000388,101174180
ENSORLG00000000391,101170410
ENSORLG00000000394,101170287
ENSORLG00000000395,101154969
ENSORLG00000000397,101169192
ENSORLG00000000398,101171147
ENSORLG00000000400,101156341
ENSORLG00000000401,100529163
ENSORLG00000000402,101175341
ENSORLG00000000403,101171664
ENSORLG00000000408,101164950
ENSORLG00000000410,101164827
ENSORLG00000000411,101175588
ENSORLG00000000412,100170630
ENSORLG00000000415,101170775
ENSORLG00000000417,101172416
ENSORLG00000000418,101158457
ENSORLG00000000419,100049343
ENSORLG00000000421,101169439
ENSORLG00000000423,101161422
ENSORLG00000000427,101171018
ENSORLG00000000437,101166711
ENSORLG00000000441,101172910
ENSORLG00000000442,101175489
ENSORLG00000000444,101158707
ENSORLG00000000445,101155453
ENSORLG00000000447,101171507
ENSORLG00000000449,101166239
ENSORLG00000000450,101168704
ENSORLG00000000451,101155670
ENSORLG00000000452,100125494
ENSORLG00000000453,101167198
ENSORLG00000000455,101158954
ENSORLG00000000457,101155136
ENSORLG00000000459,101166487
ENSORLG00000000460,101172907
ENSORLG00000000461,101168947
ENSORLG00000000466,101160485
ENSORLG00000000467,101155914
ENSORLG00000000468,101155376
ENSORLG00000000469,101165082
ENSORLG00000000470,101156835
ENSORLG00000000474,101155708
ENSORLG00000000475,101156154
ENSORLG00000000476,101173153
ENSORLG00000000477,101160176
ENSORLG00000000478,101169446
ENSORLG00000000480,101155628
ENSORLG00000000486,101166731
ENSORLG00000000487,101167444
ENSORLG00000000488,101160737
ENSORLG00000000489,101155875
ENSORLG00000000490,101165329
ENSORLG00000000491,101173396
ENSORLG00000000492,101156395
ENSORLG00000000493,101169692
ENSORLG00000000494,101155283
ENSORLG00000000498,101173393
ENSORLG00000000499,101162302
ENSORLG00000000501,101170178
ENSORLG00000000502,101171910
ENSORLG00000000503,101168603
ENSORLG00000000507,101165446
ENSORLG00000000509,101173634
ENSORLG00000000510,101156427
ENSORLG00000000511,101169685
ENSORLG00000000515,101170425
ENSORLG00000000520,101160671
ENSORLG00000000521,101167341
ENSORLG00000000523,101157072
ENSORLG00000000524,101155189
ENSORLG00000000526,101157150
ENSORLG00000000527,101165815
ENSORLG00000000528,101165744
ENSORLG00000000529,101156494
ENSORLG00000000530,101169929
ENSORLG00000000531,101155699
ENSORLG00000000532,101162538
ENSORLG00000000533,101170672
ENSORLG00000000534,101169839
ENSORLG00000000538,101166058
ENSORLG00000000539,101172259
ENSORLG00000000540,101156112
ENSORLG00000000542,101155095
ENSORLG00000000545,101155425
ENSORLG00000000547,101160983
ENSORLG00000000548,101162768
ENSORLG00000000553,101155336
ENSORLG00000000554,101166310
ENSORLG00000000555,101161245
ENSORLG00000000556,100192342
ENSORLG00000000558,101172994
ENSORLG00000000559,101155923
ENSORLG00000000559,101156490
ENSORLG00000000560,101161489
ENSORLG00000000564,101157309
ENSORLG00000000565,101155584
ENSORLG00000000568,101156506
ENSORLG00000000569,101161964
ENSORLG00000000576,101172142
ENSORLG00000000577,101157388
ENSORLG00000000578,100301584
ENSORLG00000000580,105355348
ENSORLG00000000583,101170174
ENSORLG00000000586,101157636
ENSORLG00000000590,101161168
ENSORLG00000000591,101156888
ENSORLG00000000592,101162439
ENSORLG00000000599,101170922
ENSORLG00000000600,101156070
ENSORLG00000000601,101156601
ENSORLG00000000602,101173484
ENSORLG00000000603,101170420
ENSORLG00000000606,101166561
ENSORLG00000000607,101166236
ENSORLG00000000608,101156806
ENSORLG00000000610,101160050
ENSORLG00000000611,101161417
ENSORLG00000000613,101172160
ENSORLG00000000614,101162916
ENSORLG00000000615,100049213
ENSORLG00000000619,101170667
ENSORLG00000000620,101156843
ENSORLG00000000621,101167947
ENSORLG00000000622,100335139
ENSORLG00000000623,101157878
ENSORLG00000000624,101174600
ENSORLG00000000625,101156986
ENSORLG00000000626,101156312
ENSORLG00000000628,101156735
ENSORLG00000000633,101174125
ENSORLG00000000634,101157043
ENSORLG00000000636,101161732
ENSORLG00000000638,101164073
ENSORLG00000000640,101166892
ENSORLG00000000642,101156562
ENSORLG00000000644,101161827
ENSORLG00000000647,101169792
ENSORLG00000000647,111948219
ENSORLG00000000648,101160297
ENSORLG00000000650,101167048
ENSORLG00000000651,101167384
ENSORLG00000000652,101163423
ENSORLG00000000653,101170919
ENSORLG00000000654,101174839
ENSORLG00000000655,101172409
ENSORLG00000000656,101172884
ENSORLG00000000659,101157283
ENSORLG00000000661,101162065
ENSORLG00000000662,101170030
ENSORLG00000000664,100049377
ENSORLG00000000665,101162312
ENSORLG00000000668,101163673
ENSORLG00000000669,101158128
ENSORLG00000000671,101163891
ENSORLG00000000672,101174107
ENSORLG00000000674,101162548
ENSORLG00000000675,101157551
ENSORLG00000000676,101171156
ENSORLG00000000677,101175574
ENSORLG00000000678,101157127
ENSORLG00000000679,101167137
ENSORLG00000000681,101160538
ENSORLG00000000682,101167592
ENSORLG00000000683,101174352
ENSORLG00000000685,101166616
ENSORLG00000000688,101160793
ENSORLG00000000692,101167547
ENSORLG00000000694,101171160
ENSORLG00000000696,101165968
ENSORLG00000000698,101170771
ENSORLG00000000700,101162779
ENSORLG00000000702,101168198
ENSORLG00000000703,101162591
ENSORLG00000000704,101159125
ENSORLG00000000705,100820720
ENSORLG00000000706,101174730
ENSORLG00000000707,101172811
ENSORLG00000000708,101157279
ENSORLG00000000709,101168060
ENSORLG00000000713,101167800
ENSORLG00000000715,101168308
ENSORLG00000000718,101167846
ENSORLG00000000719,100861587
ENSORLG00000000720,101167110
ENSORLG00000000721,101171407
ENSORLG00000000723,101168050
ENSORLG00000000724,101175582
ENSORLG00000000725,100049467
ENSORLG00000000726,101157316
ENSORLG00000000727,101173128
ENSORLG00000000729,101171655
ENSORLG00000000733,101174597
ENSORLG00000000737,101171660
ENSORLG00000000740,101157801
ENSORLG00000000741,105354674
ENSORLG00000000742,101173056
ENSORLG00000000744,101171013
ENSORLG00000000746,101155211
ENSORLG00000000747,101154875
ENSORLG00000000748,111946443
ENSORLG00000000751,101157559
ENSORLG00000000752,101172069
ENSORLG00000000753,101157792
ENSORLG00000000754,101165939
ENSORLG00000000756,101158622
ENSORLG00000000757,101157213
ENSORLG00000000760,101167356
ENSORLG00000000761,101157451
ENSORLG00000000762,101169476
ENSORLG00000000763,101169193
ENSORLG00000000765,101157520
ENSORLG00000000766,101160576
ENSORLG00000000767,101171906
ENSORLG00000000768,101172322
ENSORLG00000000769,101158039
ENSORLG00000000770,101167609
ENSORLG00000000771,101158291
ENSORLG00000000772,101160831
ENSORLG00000000773,101172156
ENSORLG00000000774,101158223
ENSORLG00000000775,101172658
ENSORLG00000000776,101173372
ENSORLG00000000780,101173544
ENSORLG00000000781,101155119
ENSORLG00000000782,111946292
ENSORLG00000000785,101166187
ENSORLG00000000786,101157759
ENSORLG00000000787,101157690
ENSORLG00000000788,101169963
ENSORLG00000000790,101162829
ENSORLG00000000791,101161976
ENSORLG00000000792,101166929
ENSORLG00000000793,101158111
ENSORLG00000000794,101155359
ENSORLG00000000795,101163915
ENSORLG00000000796,101167861
ENSORLG00000000797,101158360
ENSORLG00000000798,101162216
ENSORLG00000000799,101155608
ENSORLG00000000800,105356399
ENSORLG00000000801,101168109
ENSORLG00000000802,101164324
ENSORLG00000000803,101158782
ENSORLG00000000804,101157936
ENSORLG00000000805,101162605
ENSORLG00000000806,101157696
ENSORLG00000000808,105354503
ENSORLG00000000809,101164170
ENSORLG00000000811,101158190
ENSORLG00000000812,101155856
ENSORLG00000000813,101172571
ENSORLG00000000814,101158471
ENSORLG00000000815,101167172
ENSORLG00000000816,101162843
ENSORLG00000000817,101172652
ENSORLG00000000822,101168093
ENSORLG00000000823,101172806
ENSORLG00000000824,101161076
ENSORLG00000000826,101159030
ENSORLG00000000827,101158717
ENSORLG00000000829,101174166
ENSORLG00000000830,101175323
ENSORLG00000000833,101158438
ENSORLG00000000835,101163512
ENSORLG00000000836,101163561
ENSORLG00000000837,101164417
ENSORLG00000000838,101170205
ENSORLG00000000839,101158611
ENSORLG00000000840,101159763
ENSORLG00000000842,101168549
ENSORLG00000000843,101175571
ENSORLG00000000846,101163804
ENSORLG00000000847,101173141
ENSORLG00000000848,101163086
ENSORLG00000000849,101167676
ENSORLG00000000850,101170450
ENSORLG00000000851,101158690
ENSORLG00000000852,101172903
ENSORLG00000000853,101159216
ENSORLG00000000855,101163331
ENSORLG00000000857,101164824
ENSORLG00000000859,101169044
ENSORLG00000000860,101168177
ENSORLG00000000861,101159461
ENSORLG00000000864,101158939
ENSORLG00000000865,101158195
ENSORLG00000000866,101167926
ENSORLG00000000867,101165080
ENSORLG00000000868,101171512
ENSORLG00000000869,101159355
ENSORLG00000000871,101156095
ENSORLG00000000875,101158004
ENSORLG00000000878,101171764
ENSORLG00000000880,101173783
ENSORLG00000000882,101159589
ENSORLG00000000883,101165327
ENSORLG00000000886,101169296
ENSORLG00000000887,101168358
ENSORLG00000000890,101159846
ENSORLG00000000896,101171503
ENSORLG00000000897,101154871
ENSORLG00000000898,101158443
ENSORLG00000000900,101160009
ENSORLG00000000902,101156827
ENSORLG00000000903,101161571
ENSORLG00000000905,101159826
ENSORLG00000000906,101160094
ENSORLG00000000909,101168595
ENSORLG00000000912,101172010
ENSORLG00000000913,101164046
ENSORLG00000000914,101155115
ENSORLG00000000916,101159567
ENSORLG00000000917,101173468
ENSORLG00000000920,100529190
ENSORLG00000000921,101173385
ENSORLG00000000922,101163580
ENSORLG00000000923,101164296
ENSORLG00000000924,101160579
ENSORLG00000000925,101159805
ENSORLG00000000928,101155356
ENSORLG00000000931,101158032
ENSORLG00000000932,101172263
ENSORLG00000000933,101174021
ENSORLG00000000935,101163994
ENSORLG00000000937,101168856
ENSORLG00000000939,101155449
ENSORLG00000000940,101162062
ENSORLG00000000943,101173942
ENSORLG00000000944,101163823
ENSORLG00000000945,101159192
ENSORLG00000000946,101159731
ENSORLG00000000947,101173082
ENSORLG00000000951,101172675
ENSORLG00000000953,101164064
ENSORLG00000000954,101168840
ENSORLG00000000955,101173626
ENSORLG00000000956,101174502
ENSORLG00000000957,101173325
ENSORLG00000000961,101173567
ENSORLG00000000962,101174428
ENSORLG00000000963,101158872
ENSORLG00000000964,101160301
ENSORLG00000000965,101159188
ENSORLG00000000969,101160073
ENSORLG00000000972,101169088
ENSORLG00000000973,101160321
ENSORLG00000000976,101162309
ENSORLG00000000978,101155605
ENSORLG00000000979,101160253
ENSORLG00000000980,101156027
ENSORLG00000000981,101169334
ENSORLG00000000982,101160223
ENSORLG00000000984,101159122
ENSORLG00000000985,101164546
ENSORLG00000000987,101164497
ENSORLG00000000988,101160634
ENSORLG00000000990,101159370
ENSORLG00000000991,101173964
ENSORLG00000000994,101173051
ENSORLG00000000995,101164743
ENSORLG00000000996,101156266
ENSORLG00000000997,101158862
ENSORLG00000001000,101164564
ENSORLG00000001002,101159602
ENSORLG00000001003,100049500
ENSORLG00000001004,101160884
ENSORLG00000001005,101169581
ENSORLG00000001012,101159111
ENSORLG00000001014,101164995
ENSORLG00000001020,101160748
ENSORLG00000001021,101159433
ENSORLG00000001022,111947518
ENSORLG00000001023,101164793
ENSORLG00000001024,101161058
ENSORLG00000001025,101166240
ENSORLG00000001026,101159680
ENSORLG00000001027,101165824
ENSORLG00000001029,101159840
ENSORLG00000001030,101162029
ENSORLG00000001031,101174681
ENSORLG00000001033,101173295
ENSORLG00000001035,101162269
ENSORLG00000001036,101174746
ENSORLG00000001037,101160419
ENSORLG00000001038,101161041
ENSORLG00000001039,101166066
ENSORLG00000001040,101160666
ENSORLG00000001041,101159666
ENSORLG00000001042,101174917
ENSORLG00000001044,101157592
ENSORLG00000001045,101165046
ENSORLG00000001046,101161132
ENSORLG00000001047,101175404
ENSORLG00000001048,101159437
ENSORLG00000001049,101169833
ENSORLG00000001050,100049502
ENSORLG00000001051,101165996
ENSORLG00000001052,100049491
ENSORLG00000001053,101169440
ENSORLG00000001054,101160916
ENSORLG00000001056,101175416
ENSORLG00000001057,101160087
ENSORLG00000001059,101156092
ENSORLG00000001060,101159911
ENSORLG00000001061,101165993
ENSORLG00000001063,100169844
ENSORLG00000001064,101161809
ENSORLG00000001069,101161164
ENSORLG00000001070,101169686
ENSORLG00000001071,101164811
ENSORLG00000001072,101162376
ENSORLG00000001073,101165296
ENSORLG00000001074,101155434
ENSORLG00000001075,101155444
ENSORLG00000001076,101170071
ENSORLG00000001078,101162294
ENSORLG00000001080,101162508
ENSORLG00000001081,101166318
ENSORLG00000001082,100125814
ENSORLG00000001083,101159670
ENSORLG00000001084,101165065
ENSORLG00000001086,101166566
ENSORLG00000001087,101169907
ENSORLG00000001088,101166735
ENSORLG00000001089,101173539
ENSORLG00000001090,101174342
ENSORLG00000001091,101165560
ENSORLG00000001095,101166811
ENSORLG00000001096,101159915
ENSORLG00000001097,101169432
ENSORLG00000001098,101155198
ENSORLG00000001103,101165313
ENSORLG00000001105,101165569
ENSORLG00000001106,101161300
ENSORLG00000001108,101167056
ENSORLG00000001109,101170323
ENSORLG00000001110,101161413
ENSORLG00000001111,101163681
ENSORLG00000001112,101160159
ENSORLG00000001113,101166313
ENSORLG00000001114,101154953
ENSORLG00000001116,101160333
ENSORLG00000001117,101170567
ENSORLG00000001119,101155690
ENSORLG00000001120,101161541
ENSORLG00000001122,101161898
ENSORLG00000001125,101156330
ENSORLG00000001126,101165796
ENSORLG00000001127,101165819
ENSORLG00000001128,101161616
ENSORLG00000001129,101175236
ENSORLG00000001130,101160405
ENSORLG00000001131,101163430
ENSORLG00000001133,111948284
ENSORLG00000001134,101174982
ENSORLG00000001136,101160649
ENSORLG00000001137,101155932
ENSORLG00000001139,101172839
ENSORLG00000001141,101175465
ENSORLG00000001142,101156171
ENSORLG00000001144,101160900
ENSORLG00000001145,101163192
ENSORLG00000001147,101163233
ENSORLG00000001149,101155942
ENSORLG00000001150,101162990
ENSORLG00000001154,101165810
ENSORLG00000001156,101160904
ENSORLG00000001157,101154762
ENSORLG00000001160,101170816
ENSORLG00000001161,105354852
ENSORLG00000001164,101157298
ENSORLG00000001171,101175074
ENSORLG00000001174,101167227
ENSORLG00000001180,101155013
ENSORLG00000001185,101165246
ENSORLG00000001189,101161400
ENSORLG00000001193,101166477
ENSORLG00000001194,101162611
ENSORLG00000001195,101161983
ENSORLG00000001201,101171800
ENSORLG00000001202,101162850
ENSORLG00000001210,101158028
ENSORLG00000001215,101166721
ENSORLG00000001217,101161396
ENSORLG00000001218,101160329
ENSORLG00000001220,101173571
ENSORLG00000001221,101172304
ENSORLG00000001222,100125443
ENSORLG00000001223,100529195
ENSORLG00000001225,101157144
ENSORLG00000001225,111948423
ENSORLG00000001226,101164991
ENSORLG00000001227,101167212
ENSORLG00000001230,101163660
ENSORLG00000001231,101155259
ENSORLG00000001234,101170421
ENSORLG00000001235,101167460
ENSORLG00000001237,101164738
ENSORLG00000001238,101156755
ENSORLG00000001245,101169710
ENSORLG00000001246,101161885
ENSORLG00000001247,101155919
ENSORLG00000001249,101161632
ENSORLG00000001250,101168056
ENSORLG00000001251,101162610
ENSORLG00000001252,101175315
ENSORLG00000001253,101171303
ENSORLG00000001254,101158282
ENSORLG00000001255,101157382
ENSORLG00000001256,101163902
ENSORLG00000001257,101175640
ENSORLG00000001259,101163236
ENSORLG00000001260,100304448
ENSORLG00000001261,101162849
ENSORLG00000001264,101161567
ENSORLG00000001265,101166041
ENSORLG00000001266,101161882
ENSORLG00000001267,101168976
ENSORLG00000001268,101164154
ENSORLG00000001269,101161817
ENSORLG00000001271,101163338
ENSORLG00000001272,101157631
ENSORLG00000001273,101171549
ENSORLG00000001276,100301616
ENSORLG00000001278,101175561
ENSORLG00000001280,101163092
ENSORLG00000001282,101164646
ENSORLG00000001283,101169953
ENSORLG00000001284,101166965
ENSORLG00000001286,101163474
ENSORLG00000001287,101169678
ENSORLG00000001288,101174288
ENSORLG00000001289,101154861
ENSORLG00000001291,101170195
ENSORLG00000001292,101155105
ENSORLG00000001294,101171801
ENSORLG00000001296,101163961
ENSORLG00000001298,101163586
ENSORLG00000001299,101156158
ENSORLG00000001299,101174658
ENSORLG00000001300,101162124
ENSORLG00000001301,101158545
ENSORLG00000001303,101175018
ENSORLG00000001304,100144361
ENSORLG00000001305,101161865
ENSORLG00000001306,101158963
ENSORLG00000001308,101162363
ENSORLG00000001311,101163828
ENSORLG00000001312,101155751
ENSORLG00000001312,101164707
ENSORLG00000001313,101166488
ENSORLG00000001314,101162596
ENSORLG00000001315,101159211
ENSORLG00000001316,101172050
ENSORLG00000001318,101164892
ENSORLG00000001320,101162056
ENSORLG00000001323,101159688
ENSORLG00000001324,101169923
ENSORLG00000001325,101174905
ENSORLG00000001328,101164961
ENSORLG00000001329,101162834
ENSORLG00000001332,101167474
ENSORLG00000001338,101159638
ENSORLG00000001338,101165374
ENSORLG00000001338,101165618
ENSORLG00000001338,101166976
ENSORLG00000001338,101167724
ENSORLG00000001338,101168343
ENSORLG00000001338,101171054
ENSORLG00000001338,101175374
ENSORLG00000001338,111947473
ENSORLG00000001339,101159909
ENSORLG00000001340,101165458
ENSORLG00000001341,101160826
ENSORLG00000001343,101163337
ENSORLG00000001344,101170937
ENSORLG00000001345,101164217
ENSORLG00000001347,101160164
ENSORLG00000001349,101175260
ENSORLG00000001350,101167707
ENSORLG00000001350,101168116
ENSORLG00000001351,101157360
ENSORLG00000001352,101162301
ENSORLG00000001355,101156149
ENSORLG00000001356,101171157
ENSORLG00000001357,101161071
ENSORLG00000001358,101170168
ENSORLG00000001360,101162536
ENSORLG00000001361,101169723
ENSORLG00000001365,101162460
ENSORLG00000001366,101167978
ENSORLG00000001368,100125427
ENSORLG00000001372,101167387
ENSORLG00000001373,101156081
ENSORLG00000001374,101165954
ENSORLG00000001375,101173524
ENSORLG00000001377,101175147
ENSORLG00000001379,101168231
ENSORLG00000001380,101163985
ENSORLG00000001381,101159997
ENSORLG00000001382,101166291
ENSORLG00000001384,101160907
ENSORLG00000001385,100049243
ENSORLG00000001387,101172790
ENSORLG00000001389,101168557
ENSORLG00000001390,101171176
ENSORLG00000001392,101168366
ENSORLG00000001393,101161427
ENSORLG00000001395,101165394
ENSORLG00000001398,101175391
ENSORLG00000001399,101162350
ENSORLG00000001401,101165639
ENSORLG00000001403,101162938
ENSORLG00000001406,101164407
ENSORLG00000001407,101154940
ENSORLG00000001410,101161155
ENSORLG00000001411,101173764
ENSORLG00000001413,101154800
ENSORLG00000001414,101170579
ENSORLG00000001416,101164652
ENSORLG00000001418,101162058
ENSORLG00000001420,101168482
ENSORLG00000001421,101163971
ENSORLG00000001422,101155050
ENSORLG00000001425,101165070
ENSORLG00000001426,100144376
ENSORLG00000001427,101162305
ENSORLG00000001428,101165318
ENSORLG00000001430,101168730
ENSORLG00000001434,101168798
ENSORLG00000001435,101163235
ENSORLG00000001436,101166452
ENSORLG00000001437,101164226
ENSORLG00000001442,101156320
ENSORLG00000001443,101174016
ENSORLG00000001444,101155292
ENSORLG00000001445,101174244
ENSORLG00000001446,101163424
ENSORLG00000001447,101168218
ENSORLG00000001448,101166977
ENSORLG00000001449,101166133
ENSORLG00000001450,101164321
ENSORLG00000001451,101164721
ENSORLG00000001453,101171656
ENSORLG00000001455,101166696
ENSORLG00000001457,101161404
ENSORLG00000001459,100125819
ENSORLG00000001460,101163723
ENSORLG00000001462,101167638
ENSORLG00000001463,101162059
ENSORLG00000001464,101163675
ENSORLG00000001465,101160243
ENSORLG00000001466,101166541
ENSORLG00000001467,101163960
ENSORLG00000001470,101166874
ENSORLG00000001471,101167888
ENSORLG00000001472,101174641
ENSORLG00000001474,101164463
ENSORLG00000001475,101164975
ENSORLG00000001476,101171903
ENSORLG00000001478,101164817
ENSORLG00000001479,101168139
ENSORLG00000001481,101168952
ENSORLG00000001485,101172153
ENSORLG00000001486,101164216
ENSORLG00000001487,101165475
ENSORLG00000001488,101170830
ENSORLG00000001490,101169964
ENSORLG00000001491,101169203
ENSORLG00000001494,101156883
ENSORLG00000001495,101169300
ENSORLG00000001496,101171068
ENSORLG00000001497,101155790
ENSORLG00000001498,101156570
ENSORLG00000001500,101167120
ENSORLG00000001501,101165071
ENSORLG00000001502,101171678
ENSORLG00000001503,101162543
